company,name,year,kms_driven,price,fuel_type,unnamed: 6
Kawasaki,Ninja 250,2022,10000,59000000,bensin,
Kawasaki,Ninja 250,2022,10000,59000000,bensin,
Honda,Scoopy,2020,20000,18500000,bensin,
Honda,Scoopy,2020,20000,18500000,bensin,
Honda,Scoopy,2020,20000,18500000,bensin,
Honda,Scoopy,2020,20000,18500000,bensin,
Honda,Vario,2014,30000,12500000,bensin,
Kawasaki,Ninja 250,2020,25000,42000000,bensin,
Honda,Vario,2014,30000,12500000,bensin,
Honda,Vario,2014,30000,12500000,bensin,
Honda,Vario,2014,30000,12500000,bensin,
Honda,Vario,2014,30000,12500000,bensin,
Honda,Vario,2014,30000,12500000,bensin,
Yamaha,Aerox,2019,5000,28500000,bensin,
Honda,Beat,2017,5000,13500000,bensin,
Honda,Forza,2019,10000,74000000,bensin,
Honda,PCX,2019,30000,23000000,bensin,
Honda,Vario,2014,30000,11500000,bensin,
Yamaha,NMAX,2021,10000,29000000,bensin,
Yamaha,Mio,2016,55000,8250000,bensin,
Yamaha,NMAX,2021,10000,29000000,bensin,
Yamaha,Soul GT,2016,25000,10500000,bensin,
Honda,Vario,2015,30000,10200000,bensin,
Yamaha,Freego,2021,20000,15200000,bensin,
Yamaha,Vixion,2013,15000,10850000,bensin,
Yamaha,YZF R15,2022,5000,36000000,bensin,
Kawasaki,Ninja,2013,5000,50500000,bensin,
Honda,Beat,2015,55000,10850000,bensin,
Kawasaki,ZX,1999,30000,55000000,bensin,
Yamaha,YZF R25,2016,35000,33800000,bensin,
Kawasaki,Ninja 250,2018,20000,48000000,bensin,
Kawasaki,Ninja 250,2022,5000,28500000,bensin,
Kawasaki,Ninja 250,2020,5000,28500000,bensin,
Honda,Vario,2011,25000,8350000,bensin,
Kawasaki,Ninja 250,2020,5000,28500000,bensin,
Kawasaki,Ninja 250,2018,10000,43000000,bensin,
Honda,Scoopy,2021,15000,17750000,bensin,
Honda,CBR,2023,5000,61000000,bensin,
Honda,CBR,2023,5000,61000000,bensin,
Honda,CBR,2023,5000,61000000,bensin,
Honda,CRF250Rally,2023,10000,31420000,bensin,
Honda,Vario,2020,5000,19700000,bensin,
Honda,CB 150R,2021,30000,24500000,bensin,
Honda,CB 150R,2021,30000,24500000,bensin,
Honda,CB 150R,2021,30000,24500000,bensin,
Kawasaki,Ninja 250,2020,5000,28500000,bensin,
Honda,Vario,2018,25000,16800000,bensin,
Honda,Vario,2018,20000,16800000,bensin,
Yamaha,YZF R15,2015,25000,13250000,bensin,
Kawasaki,Z Series,2022,5000,410000000,bensin,
Yamaha,NMAX,2019,15000,23000000,bensin,
Honda,Beat,2018,40000,12400000,bensin,
Honda,Beat,2023,5000,18200000,bensin,
Honda,Scoopy,2023,5000,20700000,bensin,
Yamaha,Mio,2014,85000,7600000,bensin,
Honda,Supra,2016,25000,11800000,bensin,
Honda,Beat,2019,15000,13000000,bensin,
Honda,Beat,2021,15000,14800000,bensin,
Yamaha,Fino,2024,5000,26500000,bensin,
Yamaha,Mio,2021,15000,16000000,bensin,
Honda,CB 150R,2016,5000,16500000,bensin,
Kawasaki,Ninja 250,2016,5000,33900000,bensin,
Yamaha,Byson,2012,5000,19000000,bensin,
Yamaha,Xeon,2015,60000,9250000,bensin,
Yamaha,Xeon,2014,80000,9000000,bensin,
Yamaha,Xeon,2014,100000,8500000,bensin,
Yamaha,Xeon,2013,100000,8200000,bensin,
Yamaha,Xeon,2014,80000,8550000,bensin,
Kawasaki,W800,2021,5000,27900000,bensin,
Kawasaki,Z Series,2017,35000,35000000,bensin,
Kawasaki,Z Series,2013,50000,22500000,bensin,
Honda,CB,2022,25000,27000000,bensin,
Yamaha,WR 250,2020,25000,26500000,bensin,
Kawasaki,Ninja ER-6N,2013,20000,64500000,bensin,
Yamaha,Vixion,2014,5000,10000000,bensin,
Benelli,BN,2017,20000,29500000,bensin,
Honda,Beat,2018,5000,15400000,bensin,
Suzuki,Shogun,2002,105000,4000000,bensin,
Yamaha,Fino,2023,5000,21800000,bensin,
Kawasaki,Z Series,2015,15000,30000000,bensin,
Honda,Vario,2016,5000,17700000,bensin,
Honda,Vario,2022,20000,22700000,bensin,
Honda,Beat,2009,25000,6800000,bensin,
Honda,Supra,2016,20000,10400000,bensin,
Honda,Scoopy,2016,5000,13800000,bensin,
Yamaha,YZF R15,2014,5000,16500000,bensin,
Honda,Supra,2004,55000,5000000,bensin,
Honda,Beat,2013,5000,9500000,bensin,
Honda,Vario,2022,10000,26500000,bensin,
Kawasaki,Ninja 250,2022,10000,59000000,bensin,
Honda,Vario,2017,85000,13750000,bensin,
Honda,Vario,2020,20000,17950000,bensin,
Honda,Beat,2022,10000,17800000,bensin,
Honda,Vario,2015,5000,12500000,bensin,
Honda,CBR,2023,5000,33500000,bensin,
Yamaha,YZF R15,2015,5000,17000000,bensin,
Honda,Forza,2019,10000,74000000,bensin,
Honda,Vario,2014,25000,11500000,bensin,
Yamaha,NMAX,2021,10000,29000000,bensin,
Yamaha,Freego,2019,20000,16500000,bensin,
Yamaha,Fino,2022,20000,19000000,bensin,
Honda,Vario,2020,55000,19500000,bensin,
Honda,Beat,2014,50000,8000000,bensin,
Honda,Beat,2015,35000,10000000,bensin,
Honda,Supra,2017,20000,11800000,bensin,
Honda,PCX,2019,20000,26500000,bensin,
Yamaha,Mio,2009,100000,4900000,bensin,
Honda,Revo,2020,15000,10000000,bensin,
Honda,CBR,2017,25000,39500000,bensin,
Kawasaki,ZX,2021,20000,99500000,bensin,
Suzuki,Satria,2013,25000,7450000,bensin,
Yamaha,NMAX,2021,25000,27500000,bensin,
Honda,PCX,2021,5000,28000000,bensin,
Yamaha,MT 25,2019,5000,45500000,bensin,
Honda,CBR,2022,5000,61000000,bensin,
Suzuki,GSX,2018,5000,19800000,bensin,
Kawasaki,Ninja 250,2020,5000,28500000,bensin,
Honda,Scoopy,2021,15000,17750000,bensin,
Honda,Scoopy,2021,10000,17750000,bensin,
Honda,Supra,2022,15000,20500000,bensin,
Yamaha,Xmax,2022,15000,32000000,bensin,
Honda,PCX,2020,5000,25500000,bensin,
Honda,Vario,2022,5000,19800000,bensin,
Kawasaki,Ninja 250,2020,5000,28500000,bensin,
Yamaha,Jupiter,2001,40000,4000000,bensin,
Honda,Beat,2022,20000,15850000,bensin,
Honda,Beat,2019,300000,11000000,bensin,
Honda,Beat,2019,55000,13500000,bensin,
Yamaha,Freego,2020,5000,16500000,bensin,
Yamaha,YZF R15,2015,25000,13250000,bensin,
Honda,Supra,2017,60000,9750000,bensin,
Suzuki,Shogun,2010,75000,6500000,bensin,
Yamaha,Fazer,2022,5000,19950000,bensin,
Honda,Scoopy,2019,20000,13000000,bensin,
Kawasaki,Ninja ER-6N,2013,20000,64500000,bensin,
Honda,CBR,2017,25000,39500000,bensin,
Yamaha,WR 250,2020,25000,26500000,bensin,
Honda,Vario,2017,25000,16500000,bensin,
Kawasaki,Z Series,2013,40000,28500000,bensin,
Honda,CBR,2017,25000,17600000,bensin,
Honda,CBR,2023,5000,33500000,bensin,
Kawasaki,Ninja 250,2019,15000,41000000,bensin,
Honda,CBR,2016,20000,16600000,bensin,
Honda,Beat,2022,5000,17000000,bensin,
Honda,CBR,2019,15000,20000000,bensin,
Honda,CB 150R,2016,5000,13500000,bensin,
Honda,CB 150R,2016,5000,13500000,bensin,
Honda,Vario,2018,20000,18500000,bensin,
Yamaha,YZF R15,2018,15000,26500000,bensin,
Yamaha,YZF R15,2023,5000,37000000,bensin,
Yamaha,NMAX,2019,45000,24300000,bensin,
Yamaha,Soul GT,2016,35000,11000000,bensin,
Yamaha,Xabre,2016,5000,20500000,bensin,
Kawasaki,Ninja 250,2018,15000,47500000,bensin,
Honda,Vario,2017,35000,15500000,bensin,
Yamaha,NMAX,2017,30000,19700000,bensin,
Honda,Revo,2020,5000,12500000,bensin,
Honda,PCX,2019,25000,22500000,bensin,
Honda,Beat,2018,45000,12200000,bensin,
Honda,Vario,2018,20000,16500000,bensin,
Honda,PCX,2019,25000,22500000,bensin,
Honda,Vario,2013,15000,10500000,bensin,
Yamaha,Fino,2008,35000,34950000,bensin,
Honda,Scoopy,2018,40000,15500000,bensin,
Honda,Beat,2022,5000,16000000,bensin,
Yamaha,Vixion,2015,120000,13500000,bensin,
Honda,Vario,2010,5000,4200000,bensin,
Yamaha,YZF R15,2023,5000,36500000,bensin,
Honda,CRF250Rally,2022,15000,33500000,bensin,
Honda,CBR,2018,5000,23000000,bensin,
Honda,CB 150R,2017,15000,18500000,bensin,
Honda,Beat,2013,10000,8700000,bensin,
Yamaha,Aerox,2017,40000,18000000,bensin,
Yamaha,Scorpio,2011,55000,10000000,bensin,
Kawasaki,Z Series,2022,5000,480000000,bensin,
Yamaha,NMAX,2017,20000,19700000,bensin,
Yamaha,Aerox,2017,15000,19800000,bensin,
Aprilia,RS Sport,2022,5000,290000000,bensin,
Honda,CBR,2020,15000,25000000,bensin,
Kawasaki,ZX,2019,15000,350000000,bensin,
Suzuki,GSX,2017,20000,18500000,bensin,
Kawasaki,ZX,2023,5000,390000000,bensin,
Yamaha,Jupiter,2014,85000,10500000,bensin,
Honda,CBR,2023,5000,73000000,bensin,
Honda,Forza,2018,10000,72000000,bensin,
Honda,Monkey,2021,5000,80000000,bensin,
Honda,Monkey,2023,5000,89000000,bensin,
Yamaha,Xmax,2023,5000,68500000,bensin,
Honda,Monkey,2023,5000,96000000,bensin,
Honda,Little Cub,2023,5000,38000000,bensin,
Honda,Monkey,2023,5000,96000000,bensin,
Honda,Little Cub,2023,5000,38000000,bensin,
Honda,Zoomer,2023,5000,38000000,bensin,
Yamaha,Fino,2021,5000,92500000,bensin,
Yamaha,YZF R25,2019,5000,80000000,bensin,
Honda,Forza,2019,10000,74000000,bensin,
Honda,Beat,2019,5000,15900000,bensin,
Kawasaki,Z Series,2014,25000,15500000,bensin,
Honda,Supra,2019,5000,12500000,bensin,
Yamaha,YZF R15,2014,5000,16500000,bensin,
Honda,Revo,2019,40000,8500000,bensin,
Yamaha,NMAX,2021,10000,28500000,bensin,
Suzuki,Nex,2018,40000,9700000,bensin,
Honda,Vario,2022,5000,25500000,bensin,
Honda,CB 150R,2019,15000,17250000,bensin,
Yamaha,Mio,2022,5000,16900000,bensin,
Honda,Scoopy,2021,15000,19000000,bensin,
Honda,Revo,2012,5000,8000000,bensin,
Yamaha,Soul GT,2012,35000,7500000,bensin,
Honda,CRF250Rally,2023,5000,31300000,bensin,
Honda,Beat,2023,5000,17000000,bensin,
Yamaha,Aerox,2019,15000,22000000,bensin,
Yamaha,NMAX,2021,10000,29500000,bensin,
Yamaha,Xmax,2017,15000,44500000,bensin,
Yamaha,Mio,2011,25000,5950000,bensin,
Yamaha,Freego,2022,15000,20500000,bensin,
Honda,Vario,2013,25000,11300000,bensin,
Yamaha,NMAX,2022,10000,26500000,bensin,
Honda,PCX,2019,20000,25000000,bensin,
Honda,Vario,2019,45000,17600000,bensin,
Suzuki,Shogun,1997,60000,6900000,bensin,
Honda,CBR,2019,5000,24000000,bensin,
Honda,Beat,2014,5000,9800000,bensin,
Yamaha,YZF R15,2018,10000,23000000,bensin,
Yamaha,Lexi,2019,5000,15500000,bensin,
Yamaha,Aerox,2019,15000,22000000,bensin,
Honda,CB 150R,2020,5000,21000000,bensin,
Honda,Vario,2018,20000,16500000,bensin,
Honda,Beat,2022,35000,14500000,bensin,
Honda,Beat,2021,15000,16900000,bensin,
Kawasaki,Estrella,2020,35000,22750000,bensin,
Yamaha,Mio,2008,60000,5000000,bensin,
Honda,Supra,2011,25000,10000000,bensin,
Honda,Supra,2018,5000,14800000,bensin,
Yamaha,Mio,2021,10000,16900000,bensin,
Kawasaki,Ninja 250,2019,5000,49000000,bensin,
Honda,Spacy,2012,70000,6900000,bensin,
Suzuki,GSX,2022,20000,18500000,bensin,
Honda,CB 150R,2017,15000,18500000,bensin,
Yamaha,NMAX,2017,25000,19700000,bensin,
Honda,CBR,2020,15000,25000000,bensin,
Honda,PCX,2021,35000,27000000,bensin,
Honda,Beat,2023,20000,17000000,bensin,
Honda,Vario,2008,85000,5000000,bensin,
Yamaha,Lexi,2022,15000,22000000,bensin,
Honda,Beat,2023,10000,17300000,bensin,
Honda,Vario,2023,5000,21300000,bensin,
Honda,Vario,2022,5000,24500000,bensin,
Yamaha,Fino,2019,25000,13500000,bensin,
Honda,Scoopy,2021,5000,17900000,bensin,
Yamaha,Fino,2019,20000,13500000,bensin,
Aprilia,Aprilia SR,2022,5000,50000000,bensin,
Honda,Vario,2014,45000,10500000,bensin,
Honda,Scoopy,2022,15000,19750000,bensin,
Yamaha,Vixion,2015,55000,13750000,bensin,
Honda,Beat,2022,10000,17800000,bensin,
Honda,Beat,2021,5000,16500000,bensin,
Honda,Beat,2021,45000,13200000,bensin,
Honda,PCX,2022,20000,31400000,bensin,
Honda,Beat,2020,35000,16200000,bensin,
Yamaha,Xabre,2016,35000,14500000,bensin,
Yamaha,Nuovo,2005,25000,3000000,bensin,
Honda,Vario,2013,35000,10200000,bensin,
Honda,Beat,2015,5000,10400000,bensin,
Honda,Beat,2018,5000,12800000,bensin,
Honda,Beat,2011,5000,7800000,bensin,
Honda,Beat,2023,5000,17000000,bensin,
Honda,PCX,2021,15000,26500000,bensin,
Yamaha,Mio,2014,35000,5500000,bensin,
Yamaha,WR 250,2020,25000,26500000,bensin,
Honda,Supra,2010,90000,8500000,bensin,
Honda,CBR,2019,45000,17500000,bensin,
Honda,Scoopy,2016,40000,11300000,bensin,
Yamaha,YZF R15,2014,40000,17000000,bensin,
Yamaha,YZF R15,2014,40000,17000000,bensin,
Honda,Vario,2014,50000,10000000,bensin,
Kawasaki,Z Series,2013,20000,174900000,bensin,
Yamaha,Fino,2019,20000,13500000,bensin,
Honda,Beat,2019,5000,15397000,bensin,
Yamaha,Soul GT,2012,20000,7900000,bensin,
Yamaha,Soul GT,2012,20000,7900000,bensin,
Yamaha,NMAX,2023,5000,31250000,bensin,
Yadea,Lain-lain,2024,5000,14850000,listrik,
Uwinifly,Lain-lain,2023,5000,5000000,listrik,
Alva,Lain-lain,2023,5000,28999999,listrik,
Alva,Lain-lain,2023,5000,9500000,listrik,
Smoot,Lain-lain,2022,10000,10400000,listrik,
Goda,Lain-lain,2023,40000,3500000,listrik,
Alva,Lain-lain,2023,5000,35000000,listrik,
Uwinifly,Lain-lain,2023,5000,8000000,listrik,
Smoot,Lain-lain,2022,10000,6650000,listrik,
Yadea,Lain-lain,2023,5000,10800000,listrik,
Yadea,Lain-lain,2023,5000,10800000,listrik,
Yadea,Lain-lain,2023,5000,6000000,listrik,
Gesits,Lain-lain,2022,5000,19000000,listrik,
Yadea,Lain-lain,2023,5000,15513000,listrik,
Yadea,Lain-lain,2023,5000,14500000,listrik,
Uwinifly,Lain-lain,2022,5000,8450000,listrik,
Uwinifly,Lain-lain,2023,5000,8000000,listrik,
Uwinifly,Lain-lain,2023,5000,13500000,listrik,
Smoot,Lain-lain,2023,10000,11500000,listrik,
Agats,Lain-lain,2023,5000,20499000,listrik,
Uwinifly,Lain-lain,2022,5000,6500000,listrik,
Smoot,Lain-lain,2022,10000,10000000,listrik,
Alva,Lain-lain,2024,5000,29490000,listrik,
Genio,Lain-lain,2023,5000,3500000,listrik,
Uwinifly,Lain-lain,2023,10000,8500000,listrik,
Yadea,Lain-lain,2023,5000,9800000,listrik,
Yadea,Lain-lain,2023,5000,12000000,listrik,
Uwinifly,Lain-lain,2023,5000,8000000,listrik,
Uwinifly,Lain-lain,2023,10000,10000000,listrik,
Gesits,Lain-lain,2023,10000,20000000,listrik,
Uwinifly,Lain-lain,2023,75000,7000000,listrik,
Exsotik,Lain-lain,2023,20000,8500000,listrik,
Exsotik,Lain-lain,2023,5000,8800000,listrik,
Uwinifly,Lain-lain,2023,40000,9000000,listrik,
Smoot,Lain-lain,2022,10000,10300000,listrik,
Uwinifly,Lain-lain,2022,5000,9500000,listrik,
Gesits,Lain-lain,2022,5000,22000000,listrik,
Alva,Lain-lain,2023,5000,3000000,listrik,
Exsotik,Lain-lain,2023,10000,8650000,listrik,
Goda,Lain-lain,2023,10000,9000000,listrik,
Uwinifly,Lain-lain,2022,5000,7500000,listrik,
Uwinifly,Lain-lain,2023,5000,5250000,listrik,
Uwinifly,Lain-lain,2023,5000,7300000,listrik,
Goda,Lain-lain,2022,15000,700000,listrik,
Goda,Lain-lain,2023,5000,9000000,listrik,
Yadea,Lain-lain,2023,5000,14500000,listrik,
Volta,Lain-lain,2023,15000,10500000,listrik,
Volta,Lain-lain,2021,10000,6000000,listrik,
Exsotik,Lain-lain,2023,20000,7500000,listrik,
Uwinifly,Lain-lain,2023,5000,8000000,listrik,
Uwinifly,Lain-lain,2023,5000,6700000,listrik,
Selis,Lain-lain,2022,45000,6000000,listrik,
Uwinifly,Lain-lain,2023,5000,7900000,listrik,
Uwinifly,Lain-lain,2023,5000,7000000,listrik,
Uwinifly,Lain-lain,2023,5000,7000000,listrik,
Uwinifly,Lain-lain,2023,5000,16000000,listrik,
Yadea,Lain-lain,2024,5000,15100000,listrik,
Yadea,Lain-lain,2024,5000,14850000,listrik,
Smoot,Lain-lain,2022,10000,10600000,listrik,
Tangkas,Lain-lain,2022,15000,11000000,listrik,
Tangkas,Lain-lain,2023,5000,12000000,listrik,
Tangkas,Lain-lain,2023,5000,16000000,listrik,
Uwinifly,Lain-lain,2023,10000,8000000,listrik,
Smoot,Lain-lain,2023,5000,12500000,listrik,
Smoot,Lain-lain,2023,5000,14000000,listrik,
Tangkas,Lain-lain,2024,5000,10399000,listrik,
Yadea,Lain-lain,2023,10000,500000,listrik,
Alva,Lain-lain,2023,15000,25000000,listrik,
Uwinifly,Lain-lain,2022,10000,6800000,listrik,
Uwinifly,Lain-lain,2023,5000,10000000,listrik,
Volta,Lain-lain,2023,5000,7500000,listrik,
Alva,Lain-lain,2023,5000,9000000,listrik,
Alva,Lain-lain,2023,5000,32000000,listrik,
Smoot,Lain-lain,2024,5000,5000000,listrik,
Smoot,Lain-lain,2023,10000,14000000,listrik,
United,Lain-lain,2024,5000,24500000,listrik,
United,Lain-lain,2023,5000,16900000,listrik,
United,Lain-lain,2024,5000,9900000,listrik,
Uwinifly,Lain-lain,2023,5000,7500000,listrik,
Uwinifly,Lain-lain,2023,5000,6000000,listrik,
Uwinifly,Lain-lain,2024,5000,9100000,listrik,
Yadea,Lain-lain,2023,5000,14500000,listrik,
Volta,Lain-lain,2023,5000,10000000,listrik,
Yadea,Lain-lain,2023,5000,14500000,listrik,
Yadea,Lain-lain,2023,5000,23000000,listrik,
Uwinifly,Lain-lain,2023,45000,4100000,listrik,
Uwinifly,Lain-lain,2022,5000,7000000,listrik,
Smoot,Lain-lain,2023,5000,11000000,listrik,
Genio,Lain-lain,2023,45000,4900000,listrik,
Uwinifly,Lain-lain,2023,5000,9500000,listrik,
Viar,Lain-lain,2021,25000,7500000,listrik,
Uwinifly,Lain-lain,2022,40000,7800000,listrik,
Uwinifly,Lain-lain,2023,5000,7500000,listrik,
Uwinifly,Lain-lain,2023,30000,8000000,listrik,
Voxa,Lain-lain,2023,45000,3300000,listrik,
Uwinifly,Lain-lain,2023,5000,10000000,listrik,
Smoot,Lain-lain,2023,5000,10000000,listrik,
Smoot,Lain-lain,2022,10000,20000000,listrik,
Yadea,Lain-lain,2023,5000,7000000,listrik,
Exsotik,Lain-lain,2023,5000,7000000,listrik,
Uwinifly,Lain-lain,2023,5000,8000000,listrik,
United,Lain-lain,2023,5000,22500000,listrik,
United,Lain-lain,2023,5000,22500000,listrik,
United,Lain-lain,2023,5000,10000000,listrik,
Smoot,Lain-lain,2023,5000,15000000,listrik,
Uwinifly,Lain-lain,2023,5000,8500000,listrik,
Volta,Lain-lain,2021,5000,4000000,listrik,
United,Lain-lain,2023,5000,10300000,listrik,
United,Lain-lain,2023,5000,12500000,listrik,
Uwinifly,Lain-lain,2023,5000,8500000,listrik,
Yadea,Lain-lain,2023,5000,16900000,listrik,
Winifly,Lain-lain,2024,5000,7999000,listrik,
Yadea,Lain-lain,2022,5000,6500000,listrik,
Uwinifly,Lain-lain,2017,5000,1500000,listrik,
Yadea,Lain-lain,2023,5000,11500000,listrik,
Yadea,Lain-lain,2023,5000,14000000,listrik,
Uwinifly,Lain-lain,2023,60000,7500000,listrik,
Uwinifly,Lain-lain,2023,60000,7500000,listrik,
Uwinifly,Lain-lain,2023,60000,7500000,listrik,
Uwinifly,Lain-lain,2023,5000,10000000,listrik,
Uwinifly,Lain-lain,2023,60000,7500000,listrik,
Uwinifly,Lain-lain,2023,60000,7500000,listrik,
Uwinifly,Lain-lain,2023,55000,7500000,listrik,
Uwinifly,Lain-lain,2023,60000,7500000,listrik,
Uwinifly,Lain-lain,2023,60000,7500000,listrik,
Uwinifly,Lain-lain,2022,5000,8500000,listrik,
Vespa,Lain-lain,2023,10000,34900000,listrik,
Yadea,Lain-lain,2023,5000,8499000,listrik,
Uwinifly,Lain-lain,2022,5000,2950000,listrik,
Smoot,Lain-lain,2022,10000,9500000,listrik,
Smoot,Lain-lain,2020,5000,2500000,listrik,
Smoot,Lain-lain,2023,5000,10300000,listrik,
Honda,Scoopy,2018,25000,14500000,bensin,
Honda,Revo,2020,10000,10000000,bensin,
Honda,Scoopy,2025,1000,24000000,bensin,
